Local time: +3:00 UTC
ProcessId: 8472
(5008) 19:42:22.316  d: SteamAPI_Init() failed
(23696) 19:49:54.168  W: P: failed to allocate result
(23696) 19:49:54.383  W: P: failed to allocate result
(23696) 19:49:54.557  W: P: failed to allocate result
(23696) 19:49:54.760  W: P: failed to allocate result
(23696) 19:49:54.960  W: P: failed to allocate result
(23696) 19:49:55.158  W: P: failed to allocate result
(23696) 19:49:55.360  W: P: failed to allocate result
(23696) 19:49:55.559  W: P: failed to allocate result
(23696) 19:49:55.758  W: P: failed to allocate result
(23696) 19:49:55.961  W: P: failed to allocate result
(23696) 19:49:56.159  W: P: failed to allocate result
(5008) 19:49:56.205  d: AltTabChecker: acquire focus
(23696) 19:49:56.360  W: P: failed to allocate result
(23696) 19:49:56.559  W: P: failed to allocate result
(23696) 19:49:56.760  W: P: failed to allocate result
(23696) 19:49:56.961  W: P: failed to allocate result
(23696) 19:49:57.159  W: P: failed to allocate result
(23696) 19:49:57.358  W: P: failed to allocate result
(23696) 19:49:57.558  W: P: failed to allocate result
(23696) 19:49:57.758  W: P: failed to allocate result
(23696) 19:49:57.958  W: P: failed to allocate result
(23696) 19:49:58.159  W: P: failed to allocate result
(23696) 19:49:58.359  W: P: failed to allocate result
(23696) 19:49:58.558  W: P: failed to allocate result
(23696) 19:49:58.758  W: P: failed to allocate result
(23696) 19:49:58.959  W: P: failed to allocate result
(5008) 19:49:59.597  d: [ResourceCollection] destroyed
(23696) 19:49:59.610  d: P: finish
(5008) 19:49:59.625  d: ~DumyFemaleMaleAssistEffectFlashConnection()
(5008) 19:49:59.626  d: ~DumyFemaleMaleAssistEffectFlashConnection()
(5008) 19:49:59.748  d: Start HwInput::~HwInput
(5008) 19:49:59.749  d: ComPtr: Free 15f0f6c DEC
(5008) 19:49:59.749  d: ComPtr: Free 164f2dc DEC
(5008) 19:49:59.749  d: ComPtr: Free 161743c DEC
(5008) 19:49:59.749  d: Start HwInput::~HwInput OK
(5008) 19:49:59.749  d: [ResourceCollection] destroyed
(5008) 19:50:00.069  d: NotifyDeviceLost
(5008) 19:50:00.069  d: NotifyDeviceDelete
(5008) 19:50:00.070  d: releasing renderer...
now we are NOT able to render  :)

